id,year_birth,education,marital_status,income,dt_customer,recency,mntwines,mntmeatproducts,numwebpurchases
10738,1951,Master,Single,49389.0,2013-08-29,55,40,19,2
4339,1970,Phd,Married,67353.0,2013-12-31,37,702,151,5
10755,1976,2n cycle,Married,23718.0,2013-09-02,76,6,14,3
8595,1973,Graduation,Widow,42429.0,2014-02-11,99,55,6,1
2968,1943,Phd,Divorced,48948.0,2013-02-01,53,437,206,7
8601,1980,Graduation,Married,80011.0,2013-04-29,3,421,536,8
503,1985,Master,Married,20559.0,2013-03-12,88,13,29,2
8430,1957,Graduation,Together,21994.0,2012-12-24,4,9,6,0
7281,1959,Phd,Single,51381.5,2013-11-05,80,81,50,1
2139,1975,Master,Married,7500.0,2013-10-02,19,3,10,2
1371,1976,Graduation,Single,79941.0,2014-06-28,72,123,266,2
9909,1996,2n cycle,Married,7500.0,2012-11-09,24,3,14,3
7286,1968,Graduation,Together,41728.0,2013-05-24,92,13,15,2
7244,1951,Graduation,Single,51381.5,2014-01-01,96,48,48,2
6566,1954,Phd,Married,72550.0,2012-11-08,39,826,317,5
8614,1957,Graduation,Widow,65486.0,2014-05-12,29,245,125,4
4114,1964,Master,Married,79143.0,2012-08-11,2,650,780,6
1331,1977,Graduation,Single,35790.0,2013-01-02,54,12,20,2
2225,1977,Graduation,Divorced,82582.0,2014-06-07,54,510,550,4
9381,1978,Graduation,Married,66373.0,2013-06-12,57,328,124,4
6260,1955,Master,Together,82384.0,2012-11-19,55,984,432,3
10383,1966,Graduation,Divorced,70287.0,2013-04-02,30,295,482,5
7437,1988,Graduation,Single,27938.0,2014-04-28,31,13,8,1
8557,1982,Graduation,Single,51381.5,2013-06-17,57,11,22,2
8375,1968,Phd,Married,55954.0,2014-03-03,63,447,28,8
6853,1982,Master,Single,75777.0,2013-07-04,12,712,538,3
3076,1975,Graduation,Together,66653.0,2012-09-07,18,452,102,4
1012,1952,Graduation,Single,61823.0,2013-02-18,26,523,134,8
6518,1951,Phd,Widow,67680.0,2013-06-11,8,546,48,7
4137,1948,Graduation,Together,70666.0,2013-12-06,29,398,367,7
8082,1971,Graduation,Married,25721.0,2013-05-21,75,1,6,1
1386,1967,Graduation,Together,32474.0,2014-05-11,0,10,1,1
9369,1979,2n cycle,Single,88194.0,2014-03-19,19,688,309,11
4477,1958,Graduation,Together,69096.0,2013-09-27,4,247,159,5
1357,1970,Graduation,Together,74854.0,2013-04-08,90,856,487,2
1402,1954,Master,Married,66991.0,2012-09-11,1,496,460,4
10629,1973,2n cycle,Married,51381.5,2012-09-14,25,25,43,3
6312,1959,Graduation,Married,65031.0,2013-03-17,29,258,291,10
8132,1975,Phd,Married,60631.0,2013-04-05,88,565,65,9
1050,1952,Graduation,Married,28332.0,2014-04-30,58,14,13,2
5846,1977,Graduation,Divorced,40246.0,2012-12-19,68,2,6,1
1859,1972,Master,Married,75251.0,2012-08-27,34,721,925,7
7503,1976,Graduation,Single,75825.0,2012-10-12,40,1032,779,5
10401,1976,2n cycle,Together,26326.0,2013-09-04,12,1,5,0
1618,1965,Graduation,Together,56046.0,2013-01-02,9,577,64,10
3332,1985,Graduation,Single,29760.0,2012-08-29,87,64,68,3
2261,1969,Graduation,Married,26304.0,2013-06-23,5,4,5,1
5346,1973,2n cycle,Married,23559.0,2013-07-03,87,25,19,3
4119,1963,Master,Together,38620.0,2013-05-11,56,112,44,2
535,1987,Graduation,Divorced,81361.0,2014-02-25,18,163,424,3
5268,1960,Graduation,Married,29440.0,2013-08-11,95,17,14,1
273,1970,Master,Married,36138.0,2013-07-16,48,130,16,3
4452,1957,Graduation,Single,50388.0,2014-05-28,3,292,37,6
8504,1973,Graduation,Married,79593.0,2014-05-12,70,350,568,5
771,1967,Graduation,Together,54178.0,2014-01-21,79,135,39,2
8996,1957,Phd,Married,51381.5,2012-11-19,4,230,192,7
9235,1957,Graduation,Single,51381.5,2014-05-27,45,7,8,1
5798,1973,Master,Together,51381.5,2013-11-23,87,445,359,2
11178,1972,Master,Single,42394.0,2014-03-23,69,15,10,1
2230,1970,Phd,Married,23626.0,2014-05-24,84,27,14,3
7516,1983,Graduation,Married,30096.0,2014-05-22,30,5,11,2
7247,1960,Graduation,Widow,47916.0,2012-11-22,72,505,26,7
11100,1972,Graduation,Divorced,51813.0,2013-04-11,37,51,7,2
4646,1951,2n cycle,Married,78497.0,2013-12-01,44,207,447,5
3037,1983,Phd,Married,50150.0,2013-06-20,32,135,92,5
1473,1960,2n cycle,Single,47823.0,2013-07-23,0,53,5,2
1016,1959,Phd,Single,34554.0,2014-03-30,43,41,6,2
4518,1979,Graduation,Together,85693.0,2013-04-20,59,386,183,9
9370,1945,Phd,Married,65846.0,2013-05-17,68,562,276,6
8908,1959,Graduation,Married,87195.0,2014-05-08,35,217,690,3
8373,1979,Basic,Together,24594.0,2013-12-10,94,1,6,1
7533,1964,Graduation,Married,49096.0,2013-09-24,15,144,32,4
2683,1969,Graduation,Married,52413.0,2013-02-02,56,295,271,6
3629,1978,Graduation,Single,38557.0,2012-12-19,17,76,31,3
10991,1960,Master,Married,89058.0,2012-12-07,18,454,106,5
5077,1979,Graduation,Together,77298.0,2013-11-02,46,425,292,6
7431,1991,Phd,Single,68126.0,2012-11-10,40,1332,311,7
3267,1963,Master,Together,57288.0,2014-06-25,27,527,21,8
999,1991,Graduation,Single,86037.0,2013-01-02,95,490,125,6
9215,1980,Phd,Married,43974.0,2012-12-12,19,378,101,6
2286,1962,Graduation,Single,50785.0,2013-09-10,27,64,21,2
1592,1970,Graduation,Married,90765.0,2014-01-24,25,547,812,4
367,1978,2n cycle,Married,36550.0,2013-02-19,74,47,94,9
5234,1967,2n cycle,Together,30753.0,2013-07-11,85,12,25,1
9862,1969,Graduation,Together,21918.0,2013-11-14,37,1,7,2
9805,1953,Master,Together,56129.0,2013-06-20,65,320,133,6
6205,1967,Master,Single,32557.0,2014-02-24,13,34,29,2
8442,1985,Master,Married,19510.0,2013-09-04,63,9,7,1
7386,1976,Graduation,Divorced,30992.0,2013-04-22,83,17,14,1
7215,1983,Graduation,Single,101970.0,2013-03-12,69,722,102,6
1491,1965,2n cycle,Together,71488.0,2013-02-18,87,162,124,3
11071,1984,Graduation,Single,79607.0,2013-04-21,37,450,951,3
3381,1953,Master,Married,54348.0,2014-06-08,51,70,16,2
8268,1961,Phd,Married,51381.5,2013-07-11,23,352,27,6
11051,1956,Phd,Together,77376.0,2014-05-10,72,492,110,6
8026,1952,Graduation,Married,62998.0,2013-09-30,10,120,73,5
433,1958,Master,Single,61331.0,2013-03-10,42,534,47,11
9597,1969,Graduation,Married,73448.0,2014-02-10,10,236,189,7
1295,1963,Graduation,Married,51381.5,2013-08-11,96,231,196,6
5290,1964,Phd,Married,41551.0,2013-08-14,51,220,33,5
1685,1967,Phd,Together,62981.0,2013-03-17,21,796,590,4
5342,1976,Basic,Divorced,9548.0,2012-08-08,31,0,3,1
9579,1959,Phd,Married,33762.0,2013-07-07,61,53,34,2
7660,1973,Phd,Single,35860.0,2014-05-19,37,15,8,1
1461,1965,Phd,Divorced,36921.0,2013-07-28,74,17,12,2
821,1992,Master,Single,92859.0,2012-10-19,46,962,921,5
11084,1976,Master,Together,65104.0,2013-11-14,4,738,232,3
8690,1962,Graduation,Married,86111.0,2013-04-19,73,399,756,5
2937,1974,Phd,Single,68352.0,2013-08-28,47,614,132,8
9701,1988,Graduation,Together,41883.0,2013-03-19,13,32,41,4
9949,1976,Graduation,Married,59809.0,2012-10-18,36,598,141,3
10837,1975,Graduation,Married,23957.0,2012-10-28,47,2,18,2
3120,1981,Graduation,Together,38547.0,2013-08-28,49,6,10,1
5885,1973,2n cycle,Married,35688.0,2012-08-22,94,73,90,4
4050,1966,Master,Married,49605.0,2014-06-21,65,42,29,2
3830,1953,Master,Married,59354.0,2014-04-24,59,295,78,4
7987,1969,Graduation,Married,65747.0,2014-03-07,96,346,48,8
7798,1972,2n cycle,Together,46344.0,2012-12-14,28,233,57,7
92,1988,Graduation,Single,34176.0,2014-05-12,12,5,24,3
7055,1952,Phd,Together,61010.0,2012-10-09,57,888,57,8
10240,1949,Graduation,Together,69372.0,2013-02-19,10,997,269,10
3025,1958,Graduation,Single,49967.0,2013-07-08,4,212,69,6
9283,1978,Graduation,Single,60199.0,2013-09-12,49,8,7,0
9970,1977,Graduation,Together,55375.0,2013-10-17,3,42,57,1
2730,1955,Graduation,Single,80317.0,2013-08-20,64,536,387,3
2795,1958,Master,Single,30523.0,2013-07-01,0,5,3,1
9260,1945,Phd,Married,70356.0,2012-11-05,20,1349,249,10
8182,1984,Graduation,Married,23228.0,2014-01-05,91,53,49,3
10095,1975,Phd,Divorced,74165.0,2013-05-01,9,1001,240,5
8475,1973,Phd,Married,157243.0,2014-03-01,98,20,1582,0
4370,1966,Graduation,Together,43482.0,2013-11-13,83,18,32,2
10573,1953,Graduation,Divorced,62551.0,2013-11-18,27,125,98,6
3712,1959,Graduation,Divorced,52332.0,2013-08-28,63,212,33,3
6637,1988,Graduation,Single,66951.0,2013-11-02,46,277,305,3
3152,1957,Graduation,Together,26091.0,2014-02-25,84,15,19,2
5610,1965,Graduation,Together,33456.0,2014-04-21,58,7,10,1
6460,1982,Graduation,Married,28718.0,2013-07-13,78,12,6,2
1349,1970,Graduation,Married,50447.0,2014-04-21,4,85,24,3
1880,1959,Phd,Together,53537.0,2014-01-30,17,81,6,2
641,1967,Graduation,Single,52074.0,2014-04-04,77,59,12,2
8717,1975,Phd,Married,80427.0,2012-09-12,56,1149,449,11
10314,1948,Phd,Married,83837.0,2012-12-16,79,847,119,9
10854,1970,Phd,Married,38853.0,2014-05-23,90,29,14,2
10492,1959,Graduation,Together,38285.0,2014-06-24,96,2,5,0
6935,1951,2n cycle,Married,78497.0,2013-12-01,44,207,447,5
7698,1976,Phd,Married,51650.0,2014-05-11,81,152,22,4
3559,1988,2n cycle,Married,16248.0,2014-05-10,77,12,10,2
10562,1946,Master,Married,66835.0,2013-09-28,21,620,195,6
10796,1984,Master,Married,30477.0,2014-01-22,16,47,6,1
2563,1961,Basic,Married,28249.0,2014-06-15,80,1,7,2
3518,1983,Graduation,Married,25271.0,2012-12-05,45,10,18,1
5823,1970,Phd,Single,32303.0,2014-03-08,63,35,2,1
3934,1966,Graduation,Married,61286.0,2013-08-02,34,356,107,7
6982,1976,Graduation,Married,74068.0,2013-03-19,14,783,537,4
6431,1964,Phd,Married,45759.0,2013-02-23,13,42,18,2
9733,1978,Basic,Together,24882.0,2012-09-09,52,1,10,1
5602,1989,Phd,Together,66973.0,2013-05-17,98,466,432,8
1324,1988,Graduation,Married,38872.0,2013-05-30,93,23,21,3
326,1973,Graduation,Married,51148.0,2013-02-18,38,235,45,5
7224,1977,Graduation,Married,31353.0,2013-12-29,24,10,10,1
6999,1980,Master,Married,69661.0,2014-05-13,80,656,106,7
9938,1954,Graduation,Married,80067.0,2013-09-19,82,519,813,4
6422,1954,Graduation,Married,86718.0,2013-01-17,20,344,482,5
3182,1973,Phd,Single,46854.0,2014-03-31,81,96,79,5
7300,1952,Graduation,Divorced,69142.0,2014-06-29,50,448,34,8
10424,1968,Graduation,Single,75922.0,2013-12-09,60,265,553,4
8727,1978,Graduation,Divorced,63693.0,2013-10-14,63,587,337,11
2798,1977,Phd,Together,102160.0,2012-11-02,54,763,138,7
1030,1965,Phd,Single,40637.0,2013-07-17,72,22,13,1
624,1984,Master,Single,18890.0,2012-11-10,5,6,1,0
5176,1988,Graduation,Together,29604.0,2013-12-08,88,7,13,1
5552,1963,Master,Divorced,48721.0,2013-05-13,50,81,113,4
868,1966,Graduation,Married,44794.0,2014-06-08,99,54,7,2
380,1954,Graduation,Divorced,64497.0,2012-09-10,17,1170,320,11
2677,1956,Graduation,Together,46097.0,2013-03-31,11,72,68,3
6521,1954,Graduation,Together,77972.0,2014-03-18,18,613,319,4
6927,1968,Phd,Married,44377.0,2012-10-05,70,224,30,5
2877,1974,Master,Together,46014.0,2013-01-21,21,410,59,7
0,1985,Graduation,Married,70951.0,2013-05-04,66,239,554,3
1584,1977,Graduation,Married,41443.0,2014-04-01,79,171,171,8
7264,1978,2n cycle,Single,52195.0,2014-05-12,2,12,4,1
6274,1948,Master,Married,83790.0,2013-11-15,81,1076,417,8
1377,1954,Master,Widow,44551.0,2013-08-31,24,182,33,4
454,1980,Graduation,Together,69508.0,2012-11-14,48,824,162,11
1755,1988,2n cycle,Together,45204.0,2014-04-11,93,30,25,1
2075,1969,Graduation,Married,72460.0,2013-11-14,56,377,540,3
4785,1970,Phd,Together,77622.0,2014-04-14,3,520,154,6
9076,1980,Phd,Married,30732.0,2013-01-05,44,155,25,4
7079,1962,Graduation,Divorced,63887.0,2012-09-08,38,897,207,9
4653,1978,Graduation,Together,42011.0,2013-03-26,46,131,16,3
7375,1976,Graduation,Together,51369.0,2012-10-25,84,297,79,8
709,1952,Graduation,Divorced,51537.0,2012-12-09,27,787,204,2
460,1972,Phd,Married,79930.0,2012-08-08,72,792,740,3
3726,1986,Phd,Together,34320.0,2014-02-16,66,4,9,1
6798,1966,Graduation,Single,37070.0,2013-03-20,30,231,137,5
5341,1962,2n cycle,Divorced,81975.0,2013-01-05,2,983,184,6
1606,1971,Graduation,Together,38590.0,2013-05-15,65,3,8,1
9617,1951,Graduation,Single,15033.0,2014-04-16,37,0,5,1
3233,1965,Phd,Married,62745.0,2013-03-23,89,562,464,7
89,1975,2n cycle,Married,22212.0,2013-12-09,49,5,20,2
2936,1982,Master,Together,23661.0,2013-12-04,46,18,4,1
9449,1958,Phd,Single,79761.0,2013-10-04,32,415,124,5
7297,1973,Graduation,Single,7500.0,2013-12-26,54,5,10,3
313,1968,Graduation,Widow,73455.0,2013-10-28,98,901,757,6
9940,1958,Graduation,Together,64961.0,2012-12-23,97,382,276,6
10735,1971,Graduation,Single,22804.0,2013-07-31,75,14,7,2
9529,1990,Graduation,Married,73687.0,2013-11-28,8,559,503,3
6439,1958,Graduation,Married,61074.0,2012-08-17,37,789,133,11
7411,1964,Phd,Married,31686.0,2014-06-05,31,11,5,1
2176,1972,Graduation,Married,80134.0,2013-05-20,40,1218,272,5
9265,1953,Graduation,Married,75027.0,2013-01-09,74,925,179,9
8867,1988,Phd,Married,67546.0,2012-08-31,90,864,768,4
8932,1969,Master,Together,65176.0,2012-10-29,57,960,183,9
10236,1975,Master,Single,31160.0,2013-09-16,59,16,25,2
6340,1985,Graduation,Single,29938.0,2013-10-27,52,3,7,1
10089,1974,Graduation,Divorced,102692.0,2013-04-05,5,168,444,6
2227,1958,2n cycle,Together,26490.0,2012-09-22,92,45,52,3
10992,1967,Graduation,Together,75702.0,2012-08-29,77,650,353,4
5304,1974,Phd,Single,30899.0,2012-10-13,35,24,8,1
309,1961,Phd,Together,63342.0,2012-10-16,48,918,118,8
3406,1964,Graduation,Single,45989.0,2012-10-22,97,138,87,3
2661,1964,Graduation,Single,18701.0,2013-06-04,95,12,2,2
3153,1957,Phd,Single,40737.0,2013-12-08,24,11,4,1
10264,1979,Graduation,Divorced,15287.0,2012-10-10,60,1,8,1
1184,1968,Phd,Divorced,69674.0,2013-05-22,46,554,215,10
4200,1970,Master,Married,44159.0,2014-06-17,85,167,62,4
9396,1978,Phd,Married,37717.0,2012-11-23,31,9,6,1
2387,1952,Master,Together,43776.0,2013-02-03,9,177,71,5
6690,1966,Master,Married,38179.0,2013-03-14,30,38,22,3
1225,1963,Graduation,Married,80124.0,2014-06-26,47,483,398,3
9703,1970,Phd,Married,38097.0,2012-10-15,70,77,35,3
291,1970,Graduation,Married,72940.0,2013-06-19,13,182,298,3
4557,1970,Graduation,Together,22070.0,2013-10-04,11,10,19,2
2379,1953,Graduation,Single,69267.0,2012-09-22,31,778,499,3
5726,1983,Master,Single,31788.0,2014-03-20,15,16,23,3
3066,1975,Phd,Together,61905.0,2014-02-04,2,167,43,4
6336,1960,Graduation,Married,29315.0,2014-04-06,55,13,14,2
10967,1963,Graduation,Divorced,33378.0,2013-02-06,38,33,40,2
2304,1963,Phd,Together,66313.0,2013-09-16,86,625,99,6
3445,1956,Graduation,Single,60714.0,2013-01-17,56,216,224,7
7828,1981,Master,Together,77882.0,2014-04-30,29,68,396,3
3762,1986,Phd,Single,69867.0,2013-04-02,30,196,512,3
4391,1968,Master,Divorced,63841.0,2013-04-21,64,635,100,9
4669,1981,Basic,Married,24480.0,2013-02-11,46,4,9,3
10144,1976,Graduation,Together,51369.0,2012-10-25,84,297,79,8
8652,1946,Graduation,Together,37760.0,2012-08-31,20,84,38,4
1672,1974,Phd,Together,65640.0,2014-03-01,74,204,149,5
8962,1975,Master,Married,44319.0,2014-04-17,18,26,8,2
9974,1974,Graduation,Married,30631.0,2013-07-12,75,15,20,3
10983,1952,Graduation,Together,75278.0,2013-01-29,17,304,230,6
8148,1956,Master,Together,50898.0,2013-01-08,88,285,242,6
10102,1966,Graduation,Widow,79946.0,2014-05-12,19,395,565,5
4697,1949,Master,Divorced,35416.0,2013-06-13,62,248,81,7
9262,1984,2n cycle,Together,32414.0,2013-07-04,11,20,5,1
7254,1969,Graduation,Together,38361.0,2013-12-27,74,39,56,3
4543,1980,Graduation,Married,82497.0,2012-10-31,32,777,573,2
4927,1971,Graduation,Together,16626.0,2014-01-15,76,8,22,3
10451,1965,Graduation,Together,29672.0,2013-03-12,6,9,3,0
2926,1952,Master,Together,55951.0,2012-08-23,62,1241,80,3
2874,1988,2n cycle,Divorced,35388.0,2013-03-07,20,6,7,1
9738,1986,Master,Together,42386.0,2013-01-13,43,65,16,3
7119,1982,Graduation,Single,68627.0,2013-01-12,45,395,263,2
3924,1965,Phd,Divorced,57912.0,2014-03-17,34,801,80,8
5827,1958,Graduation,Divorced,35246.0,2014-04-16,53,36,12,3
5596,1956,2n cycle,Together,58821.0,2013-10-12,44,513,154,9
10812,1978,Phd,Married,46377.0,2014-03-01,89,37,46,2
1717,1988,Graduation,Single,39747.0,2014-04-13,43,80,93,5
9491,1984,Graduation,Together,23976.0,2013-12-27,68,14,21,3
9274,1961,Master,Married,80950.0,2013-03-28,44,525,112,6
6609,1966,Graduation,Widow,27038.0,2012-09-18,64,1,25,3
6963,1947,Graduation,Single,77457.0,2014-03-05,85,675,400,2
4440,1964,Master,Married,64100.0,2013-09-10,93,509,27,8
1379,1992,Master,Together,42670.0,2013-04-27,12,154,46,4
10032,1976,Graduation,Divorced,12571.0,2014-01-18,86,3,14,3
2826,1967,Graduation,Married,22574.0,2013-10-28,28,25,8,2
2437,1989,Graduation,Married,51381.5,2013-06-03,69,861,461,6
6320,1976,Master,Single,70893.0,2013-02-06,42,768,561,6
3050,1966,Graduation,Married,54198.0,2013-12-17,13,185,28,3
231,1956,Master,Together,28839.0,2014-03-11,86,24,7,2
2392,1972,Graduation,Married,40321.0,2013-07-29,59,44,21,3
9478,1985,Graduation,Single,66503.0,2012-08-14,30,91,128,4
113,1951,Graduation,Married,30833.0,2013-07-16,33,11,7,1
2863,1970,Graduation,Single,51381.5,2013-08-23,67,738,172,2
1802,1971,Graduation,Married,64795.0,2013-01-17,23,412,119,3
520,1974,Graduation,Married,34421.0,2013-07-01,81,3,7,1
8275,1965,Phd,Divorced,47025.0,2014-02-09,6,16,3,1
9750,1961,Phd,Divorced,64325.0,2013-02-07,41,731,353,10
2607,1953,Graduation,Single,40464.0,2013-01-11,78,424,118,8
7214,1957,Graduation,Married,62187.0,2013-07-05,49,792,275,4
5835,1976,Phd,Divorced,14849.0,2013-07-02,39,21,28,2
3896,1984,Graduation,Married,27255.0,2013-11-07,3,22,11,1
10350,1950,Phd,Married,54432.0,2013-05-09,37,33,5,1
7786,1986,Phd,Single,29999.0,2013-02-13,22,68,59,3
2861,1983,Graduation,Single,24072.0,2013-04-16,79,9,6,1
663,1989,Phd,Single,33996.0,2013-09-11,46,40,15,1
10675,1956,Phd,Married,66334.0,2013-04-03,82,909,218,9
2521,1971,Master,Married,35178.0,2013-01-10,10,23,13,1
9592,1983,Graduation,Together,22010.0,2013-06-30,51,11,9,2
10151,1960,Graduation,Divorced,62204.0,2012-09-12,38,317,247,4
7381,1968,Graduation,Divorced,75693.0,2012-12-06,10,797,293,11
4099,1972,Graduation,Married,30675.0,2012-11-12,14,10,16,1
9560,1965,Graduation,Together,83003.0,2013-03-03,18,856,570,7
10172,1988,Graduation,Single,68655.0,2012-08-10,95,456,832,4
11191,1986,Graduation,Divorced,41411.0,2013-12-07,11,37,38,2
9707,1969,Phd,Married,55212.0,2012-11-23,65,1103,45,4
6245,1950,Phd,Together,59292.0,2013-06-13,71,378,68,3
8234,1973,Basic,Together,27190.0,2013-08-15,13,1,7,1
1411,1952,Graduation,Divorced,82623.0,2013-11-10,58,204,204,2
8553,1965,Graduation,Married,44300.0,2013-06-23,65,30,9,1
1826,1970,Graduation,Divorced,84835.0,2014-06-16,0,189,379,4
8842,1971,Graduation,Widow,30372.0,2012-12-25,33,15,12,2
11030,1976,Master,Married,33181.0,2014-01-03,90,9,3,1
2579,1957,Graduation,Married,71113.0,2013-12-17,95,495,255,6
175,1986,Graduation,Married,71952.0,2013-01-10,93,656,455,8
9185,1966,Phd,Single,69759.0,2013-10-28,38,452,514,4
11056,1974,Graduation,Married,72099.0,2012-10-27,18,546,410,3
9365,1976,Phd,Single,60000.0,2012-12-22,57,1048,217,11
6201,1978,Graduation,Single,38643.0,2013-11-29,45,22,14,2
2061,1955,Graduation,Married,50737.0,2013-05-11,61,78,11,2
6184,1969,Phd,Married,68462.0,2012-12-12,6,561,785,3
6142,1943,Master,Married,65073.0,2013-08-20,65,629,177,5
4107,1948,Phd,Together,46681.0,2013-10-08,52,269,69,4
7274,1957,Graduation,Married,78618.0,2012-09-28,87,736,818,4
9336,1969,Phd,Widow,62187.0,2014-03-22,38,512,83,6
2958,1978,Graduation,Married,28442.0,2014-02-24,53,19,10,2
933,1978,Phd,Married,37717.0,2012-11-23,31,9,6,1
5837,1967,Graduation,Married,51479.0,2012-12-28,67,247,160,6
10704,1969,Graduation,Single,54803.0,2012-08-21,65,404,92,6
5125,1960,Graduation,Married,79530.0,2013-05-17,64,333,815,4
4432,1976,Graduation,Divorced,31615.0,2013-03-16,82,2,20,2
5955,1962,Graduation,Together,72025.0,2012-11-17,27,833,549,4
2928,1975,Phd,Single,52614.0,2012-12-01,63,789,142,2
5680,1984,2n cycle,Married,35684.0,2014-04-22,66,10,7,1
10313,1975,Graduation,Married,48178.0,2012-10-28,69,159,45,5
2557,1970,Master,Single,29548.0,2013-08-29,52,7,6,1
1245,1966,Graduation,Single,63810.0,2012-11-11,45,977,253,4
1519,1972,Phd,Single,38578.0,2013-06-22,2,38,22,3
10703,1975,Master,Single,46098.0,2012-08-18,86,57,27,3
1726,1970,Graduation,Single,22585.0,2013-03-18,23,3,15,1
4459,1989,Graduation,Single,30279.0,2012-12-30,13,10,14,1
1729,1961,Phd,Together,66426.0,2013-10-02,14,1043,97,3
1517,1969,Graduation,Single,30822.0,2013-06-14,92,3,13,1
2098,1969,Phd,Married,33581.0,2013-01-08,38,11,5,1
9543,1985,Graduation,Married,19986.0,2013-11-14,74,3,5,0
6878,1954,Graduation,Widow,27421.0,2012-12-12,14,43,96,4
3310,1973,2n cycle,Married,35688.0,2012-08-22,94,73,90,4
2724,1981,Master,Single,36143.0,2014-03-30,33,12,1,0
948,1971,Graduation,Single,10245.0,2013-05-15,32,4,7,1
6720,1968,Master,Together,43795.0,2013-10-16,11,314,53,7
6202,1960,Graduation,Together,63381.0,2012-10-05,78,571,142,4
2066,1949,Graduation,Together,38823.0,2012-08-30,56,70,11,2
9799,1968,Phd,Divorced,83664.0,2013-05-08,57,866,151,2
8318,1979,Graduation,Together,90300.0,2014-01-03,7,594,786,5
5642,1979,Master,Together,62499.0,2013-12-09,0,140,61,3
2669,1993,Graduation,Single,74293.0,2014-05-04,66,375,335,5
455,1946,Phd,Married,51012.0,2013-04-18,86,102,63,4
7683,1968,Master,Married,70777.0,2014-02-25,80,554,113,5
3428,1991,Phd,Together,68682.0,2013-10-06,56,919,505,4
7414,1971,Graduation,Married,43824.0,2012-09-15,18,96,42,3
6354,1984,Graduation,Together,15345.0,2012-08-31,51,5,16,1
798,1987,Graduation,Single,23442.0,2012-12-24,71,2,6,1
8213,1980,2n cycle,Together,14515.0,2012-11-09,71,6,9,2
2488,1956,2n cycle,Divorced,31395.0,2013-03-23,80,23,25,2
9999,1965,Graduation,Together,75276.0,2012-09-27,2,610,125,9
7617,1974,Graduation,Single,42373.0,2013-08-15,83,67,61,2
615,1960,Graduation,Together,30507.0,2013-03-11,29,65,74,5
2552,1955,Phd,Single,55521.0,2013-10-22,11,416,26,6
194,1965,Graduation,Married,48006.0,2014-06-09,55,23,11,1
3645,1972,Phd,Single,27213.0,2012-08-30,19,19,26,2
8890,1971,Phd,Divorced,65808.0,2014-05-30,1,155,80,5
5049,1974,Phd,Together,30351.0,2013-06-06,19,14,24,3
9973,1963,Graduation,Married,50437.0,2012-10-17,28,370,92,7
7301,1982,2n cycle,Single,23616.0,2012-11-17,76,4,11,3
10882,1976,Graduation,Married,53858.0,2012-11-09,50,407,221,4
7030,1955,Phd,Married,66465.0,2013-03-30,1,1200,204,11
7422,1987,Graduation,Single,46923.0,2012-08-22,90,85,54,5
3523,1962,Graduation,Together,75072.0,2013-01-23,83,583,309,5
